CustomerID,Probability of Churning
6158-DWPZT,0.238
7721-JXEAW,0.238
2858-MOFSQ,0.238
2133-TSRRM,0.238
1357-BIJKI,0.237
0872-JCPIB,0.237
0575-CUQOV,0.237
6322-PJJDJ,0.237
9633-DENPU,0.237
7629-WIXZF,0.237
7639-SUPCW,0.237
4459-BBGHE,0.236
2599-CZABP,0.236
5756-JYOJT,0.236
6270-OMFIW,0.236
8375-KVTHK,0.236
0853-NWIFK,0.236
1899-VXWXM,0.236
7103-IPXPJ,0.236
9342-VNIMQ,0.236
0537-QYZZN,0.235
0701-RFGFI,0.235
3635-JBPSG,0.235
9921-EZKBY,0.235
5760-WRAHC,0.235
0668-OGMHD,0.235
4767-HZZHQ,0.235
3982-XWFZQ,0.234
8904-OPDCK,0.234
8329-UTMVM,0.234
9862-KJTYK,0.234
3370-GQEAL,0.234
5709-LVOEQ,0.234
3466-WAESX,0.234
7879-CGSFV,0.234
3723-BFBGR,0.234
0691-IFBQW,0.234
6907-CQGPN,0.234
0851-DFJKB,0.233
1768-HNVGJ,0.233
9013-AQORL,0.232
4002-BQWPQ,0.232
6773-LQTVT,0.232
5897-ZYEKH,0.232
0621-JFHOL,0.232
5469-CTCWN,0.231
2037-XJFUP,0.231
3259-FDWOY,0.231
9795-VOWON,0.231
0991-BRRFB,0.231
5522-NYKPB,0.231
3167-SNQPL,0.231
5160-UXJED,0.231
7486-KSRVI,0.23
9332-GYWLO,0.23
7872-RDDLZ,0.23
6791-YBNAK,0.23
1395-OFUWC,0.23
6353-BRMMA,0.23
9494-BDNNC,0.23
6137-MFAJN,0.229
3373-YZZYM,0.229
8999-XXGNS,0.229
8992-OBVDG,0.229
0002-ORFBO,0.229
7124-UGSUR,0.229
8591-NXRCV,0.229
4726-DLWQN,0.229
6497-TILVL,0.229
0080-OROZO,0.229
2000-MPKCA,0.229
4832-VRBMR,0.229
9089-UOWJG,0.229
9103-CXVOK,0.229
6994-ORCWG,0.228
4701-MLJPN,0.228
6728-CZFEI,0.228
4747-LCAQL,0.228
3391-JSQEW,0.228
1217-VASWC,0.228
4393-RYCRE,0.228
6211-WHMYA,0.228
8111-BKVDS,0.228
0523-VNGTF,0.228
4712-AUQZO,0.228
8474-UMLNT,0.228
2843-CQMEG,0.228
3982-DQLUS,0.228
7776-QWNFX,0.227
2111-DWYHN,0.227
6576-FBXOJ,0.227
3780-YVMFA,0.227
8659-HDIYE,0.227
1518-OMDIK,0.227
0771-WLCLA,0.227
4323-SADQS,0.227
0277-BKSQP,0.227
6728-DKUCO,0.227
0665-XHDJU,0.226
5343-SGUBI,0.226
9501-UKKNL,0.226
6890-PFRQX,0.226
2480-EJWYP,0.226
2229-VWQJH,0.226
0188-GWFLE,0.226
4501-VCPFK,0.226
3927-NLNRY,0.226
5924-IFQTT,0.226
0326-VDYXE,0.225
4692-NNQRU,0.225
1930-WNXSB,0.225
5651-YLPRD,0.225
8809-RIHDD,0.225
4310-KEDTB,0.225
8663-UPDGF,0.225
3845-FXCYS,0.225
4250-WAROZ,0.225
9408-HRXRK,0.224
3920-HIHMQ,0.224
1422-DGUBX,0.224
9374-YOLBJ,0.224
4685-ERGHK,0.224
8259-NFJTV,0.224
5981-ZVXOT,0.224
1024-KPRBB,0.224
8017-UVSZU,0.224
4081-DYXAV,0.224
6362-QHAFM,0.223
3059-NGMXB,0.223
8564-LDKFL,0.223
3009-JWMPU,0.223
4187-CINZD,0.223
7245-JMTTQ,0.223
2450-ZKEED,0.223
3058-HJCUY,0.223
4012-ZTHBR,0.223
4250-ZBWLV,0.223
2796-UUZZO,0.223
3128-YOVTD,0.223
6664-FPDAC,0.223
7285-KLOTR,0.222
4195-SMMNX,0.222
2946-KIQSP,0.222
1134-YWTYF,0.222
2402-TAIRZ,0.222
7854-EKTJL,0.222
8563-IIOXK,0.222
2403-BCASL,0.221
0953-LGOVU,0.221
2460-FPSYH,0.221
8865-TNMNX,0.221
4456-RHSNB,0.221
3948-FVVRP,0.221
0330-BGYZE,0.221
9402-CXWPL,0.221
4016-BJKTZ,0.221
9881-VCZEP,0.221
4628-WQCQQ,0.22
8800-ZKRFW,0.22
2908-ZTPNF,0.22
7025-IWFHT,0.22
9101-BWFSS,0.22
5081-NWSUP,0.22
4544-RXFMG,0.22
8849-GYOKR,0.22
1051-GEJLJ,0.22
8263-OKETD,0.219
8651-ENBZX,0.219
2320-SLKMB,0.219
0308-GIQJT,0.219
9863-JZAIC,0.219
5804-HYIEZ,0.219
6874-SGLHU,0.219
0481-SUMCB,0.218
4316-XCSLJ,0.218
9700-ZCLOT,0.218
2806-MLNTI,0.217
0980-PVMRC,0.217
9591-YVTEB,0.217
5136-KCKGI,0.217
3070-BDOQC,0.217
9835-ZIITK,0.217
7869-ZYDST,0.217
8785-EPNCG,0.217
2911-UREFD,0.217
8552-OBVRU,0.217
4088-YLDSU,0.217
1877-HKBQX,0.217
0228-MAUWC,0.216
7459-IMVYU,0.216
0422-UXFAP,0.216
3470-BTGQO,0.216
1447-PJGGA,0.216
8070-AAWZP,0.216
7109-MFBYV,0.216
1986-PHGZF,0.216
0655-YDGFJ,0.216
2778-OCLGR,0.216
4455-BFSPD,0.216
9496-IVVRP,0.215
3307-TLCUD,0.215
3756-VNWDH,0.215
1125-SNVCK,0.215
3685-YLCMQ,0.215
5697-GOMBF,0.215
2277-BKJKN,0.215
3707-LRWZD,0.215
9518-IMLHK,0.215
8205-OTCHB,0.215
4198-VFOEA,0.215
8644-XYTSV,0.215
4821-SJHJV,0.214
1958-RNRKS,0.214
3285-UCQVC,0.214
6097-EQISJ,0.214
2673-CXQEU,0.214
2896-TBNBE,0.214
6383-ZTSIW,0.214
4753-PADAS,0.214
9831-BPFRI,0.214
8327-LZKAS,0.214
0222-CNVPT,0.213
8706-HRADD,0.213
5274-XHAKY,0.213
8384-FZBJK,0.213
0939-EREMR,0.213
7636-XUHWW,0.213
5985-BEHZK,0.213
7102-JJVTX,0.213
1710-RCXUS,0.213
8896-BQTTI,0.212
9063-ZGTUY,0.212
0883-EIBTI,0.212
4132-POCZS,0.212
3948-XHGNA,0.212
6839-ITVZJ,0.212
8984-EYLLL,0.212
2565-JSLRY,0.212
7611-YKYTC,0.212
6486-LHTMA,0.212
8221-EQDGL,0.212
7159-NOKYQ,0.212
4119-ZYPZY,0.212
4926-UMJZD,0.212
3863-QSTYI,0.212
9848-JQJTX,0.212
3339-EAQNV,0.211
5445-PZWGX,0.211
3787-TRIAL,0.211
6942-LBFDP,0.211
2985-JUUBZ,0.211
3709-OIJEA,0.211
0786-IVLAW,0.211
3701-SFMUH,0.211
2995-UPRYS,0.211
8495-PRWFH,0.211
8756-RDDLT,0.211
4800-CZMPC,0.211
8979-CAMGB,0.21
0557-ASKVU,0.21
3424-NMNBO,0.21
2293-IJWPS,0.21
6207-WIOLX,0.21
5067-DGXLL,0.21
9825-YCXWZ,0.21
0471-ARVMX,0.209
7402-PWYJJ,0.209
5084-OOVCJ,0.209
5569-IDSEY,0.209
8851-RAGOV,0.209
4237-CLSMM,0.209
6447-GORXK,0.209
5013-SBUIH,0.209
9115-YQHGA,0.209
8091-TTVAX,0.209
4431-EDMIQ,0.209
1984-FCOWB,0.209
9373-WSLOY,0.209
2091-MJTFX,0.208
9128-CPXKI,0.208
6475-VHUIZ,0.208
4829-ZLJTK,0.208
1114-CENIM,0.208
3164-YAXFY,0.208
3126-WQMGH,0.208
8049-WJCLQ,0.208
1696-HXOWK,0.208
6296-DDOOR,0.208
9798-DRYDS,0.208
3572-UOLYZ,0.208
0898-XCGTF,0.208
2710-WYVXG,0.208
3946-JEWRQ,0.208
9828-QHFBK,0.207
2972-YDYUW,0.207
2937-FTHUR,0.207
3190-XFANI,0.207
0440-MOGPM,0.207
3786-WOVKF,0.207
2055-SIFSS,0.207
1502-XFCVR,0.207
3230-WYKIR,0.207
7587-AOVVU,0.207
2931-SVLTV,0.207
5067-XJQFU,0.207
5223-UZAVK,0.207
5337-IIWKZ,0.207
0458-HEUZG,0.207
8905-IAZPF,0.207
8350-NYMVI,0.206
9099-FTUHS,0.206
1666-JZPZT,0.206
8582-KRHPJ,0.206
8123-QBNAZ,0.206
1697-NVVGY,0.206
3428-MMGUB,0.206
4472-LVYGI,0.206
8267-ZNYVZ,0.206
9137-NOQKA,0.206
6583-SZVGP,0.205
4701-AHWMW,0.205
2930-UOTMB,0.205
8992-VONJD,0.205
5151-HQRDG,0.205
2045-BMBTJ,0.205
2851-MMUTZ,0.205
5898-IGSLP,0.204
7776-QGYJC,0.204
3870-MQAMG,0.204
8267-KFGYD,0.204
9114-AAFQH,0.204
4495-LHSSK,0.204
3301-LSLWQ,0.204
0308-IVGOK,0.204
0431-APWVY,0.203
2978-XXSOG,0.203
8945-MUQUF,0.203
2324-EFHVG,0.203
3354-OADJP,0.203
4791-QRGMF,0.203
5876-HZVZM,0.203
6575-SUVOI,0.203
2408-TZMJL,0.203
0178-SZBHO,0.202
4422-QVIJA,0.202
6891-JPYFF,0.202
1357-MVDOZ,0.202
6990-YNRIO,0.202
1169-SAOCL,0.202
8634-CILSZ,0.202
0516-UXRMT,0.202
0512-FLFDW,0.202
5440-VHLUL,0.202
5370-IIVVL,0.202
2722-VOJQL,0.202
7746-QYVCO,0.201
8224-IVVPA,0.201
0289-IVARM,0.201
4929-ROART,0.201
8671-KKKOS,0.201
2712-SYWAY,0.201
4660-IRIBM,0.201
0867-MKZVY,0.201
2692-PFYTJ,0.201
2887-JPYLU,0.201
9853-JFZDU,0.201
3272-VUHPV,0.201
4913-EHYUI,0.201
0842-IWYCP,0.201
3221-CJMSG,0.2
2436-QBZFP,0.2
8033-VCZGH,0.2
5716-LIBJC,0.2
0895-UADGO,0.2
7134-HBPBS,0.2
5945-AZYHT,0.2
5766-XQXMQ,0.2
8930-XOTDP,0.199
4366-CTOUZ,0.199
2108-GLPQB,0.199
5268-DSMNQ,0.199
5090-EMGTC,0.199
4323-OHFOW,0.199
5360-LJCNJ,0.199
0887-WBJVH,0.199
1409-PHXTF,0.199
7740-BTPUX,0.199
5730-RIITO,0.199
4795-WRNVT,0.199
6797-UCJHZ,0.199
6682-QJDGB,0.199
9114-VEPUF,0.199
6366-XIVKZ,0.198
9137-UIYPG,0.198
1698-XFZCI,0.198
5060-TQUQN,0.198
2839-RFSQE,0.198
7989-AWGEH,0.198
3597-YASZG,0.197
0595-ITUDF,0.197
4524-QCSSM,0.197
1376-HHBDV,0.197
8624-GIOUT,0.197
2155-AMQRX,0.197
6727-IOTLZ,0.196
7919-ZODZZ,0.196
2316-ESMLS,0.196
1104-FEJAM,0.196
8982-NHAVY,0.196
7228-PAQPD,0.196
7036-ZZKBD,0.196
0959-WHOKV,0.196
5590-ZSKRV,0.195
8847-GEOOQ,0.195
2924-KHUVI,0.195
4139-SUGLD,0.195
5740-YHGTW,0.195
7820-ZYGNY,0.195
7470-DYNOE,0.194
2533-TIBIX,0.194
2560-PPCHE,0.194
6620-JDYNW,0.194
6253-WRFHY,0.194
9036-CSKBW,0.194
0774-IFUVM,0.193
6647-ZEDXT,0.193
8108-UXRQN,0.193
2237-ZFSMY,0.193
6865-JZNKO,0.192
6689-VRRTK,0.192
7799-DSEWS,0.192
8679-LZBMD,0.192
4939-KYYPY,0.192
8198-RKSZG,0.192
3807-BPOMJ,0.192
2775-SEFEE,0.192
6284-KMNUF,0.191
4854-SSLTN,0.191
0076-LVEPS,0.191
8314-DPQHL,0.191
2680-XKKNJ,0.191
0096-FCPUF,0.191
6946-LMSQS,0.191
6075-QMNRR,0.191
8201-AAXCB,0.191
9762-YAQAA,0.191
2731-GJRDG,0.191
3999-WRNGR,0.191
6476-YHMGA,0.191
9971-ZWPBF,0.19
5619-PTMIK,0.19
1142-IHLOO,0.19
5701-SVCWR,0.19
9651-GTSAQ,0.19
1360-JYXKQ,0.19
7964-YESJC,0.19
9554-DFKIC,0.19
3209-ZPKFI,0.19
2294-SALNE,0.19
4274-DRSQT,0.19
3055-VTCGS,0.19
7672-VFMXZ,0.19
6131-FOYAS,0.19
9152-AMKAK,0.19
9391-DXGGG,0.19
7361-YPXFS,0.19
1730-VFMWO,0.19
3472-OAOOR,0.189
5353-WILCI,0.189
0257-KXZGU,0.189
2252-JHJGE,0.189
2801-NISEI,0.189
9738-QLWTP,0.189
9972-NKTFD,0.189
8548-AWOFC,0.189
3347-YJZZE,0.189
5193-QLVZB,0.189
5562-YJQGT,0.188
5478-JJVZK,0.188
2338-BQEZT,0.188
3969-JQABI,0.188
7854-EDSSA,0.188
4923-ADWXJ,0.188
8467-WYNSR,0.188
8079-XRJRS,0.188
1702-CCFNJ,0.188
6035-BXTTY,0.188
7673-LPRNY,0.188
1852-XEMDW,0.188
0733-VUNUW,0.188
7233-IOQNP,0.188
0568-ONFPC,0.187
4159-NAAIX,0.187
0285-INHLN,0.187
4429-WYGFR,0.187
3402-XRIUO,0.187
8097-VBQTZ,0.187
8033-ATFAS,0.186
9308-ANMVE,0.186
7674-YTAFD,0.186
3606-SBKRY,0.186
6797-LNAQX,0.186
8190-ZTQFB,0.186
7088-FBAWU,0.186
9233-PSYHO,0.186
8402-EIVQS,0.186
6368-NWMCE,0.186
5236-PERKL,0.186
0471-LVHGK,0.186
9259-PACGQ,0.186
0931-MHTEM,0.185
5286-YHCVC,0.185
4075-WKNIU,0.185
8498-XXGWA,0.185
6281-FKEWS,0.185
3062-ICYZQ,0.185
2858-EIMXH,0.185
7663-ZTEGJ,0.185
8107-RZLNV,0.185
6227-FBDXH,0.185
4776-XSKYQ,0.185
0820-FNRNX,0.185
3160-TYXLT,0.185
1397-XKKWR,0.185
7595-EHCDL,0.185
0607-MVMGC,0.185
5827-MWCZK,0.185
2750-BJLSB,0.184
2019-HDCZY,0.184
5382-TEMLV,0.184
7036-TYDEC,0.184
0187-WZNAB,0.184
6008-NAIXK,0.184
5919-VCZYM,0.183
3179-GBRWV,0.183
0136-IFMYD,0.183
9351-LZYGF,0.183
4353-HYOJD,0.183
4139-JPIAM,0.183
8550-XSXUQ,0.183
1796-JANOW,0.183
5339-TJFEK,0.183
3703-TTEPD,0.183
3541-ZNUHK,0.183
5802-ADBRC,0.183
1360-RCYRT,0.182
9040-KZVWO,0.182
9987-LUTYD,0.182
7078-NVFAM,0.182
5140-FOMCQ,0.182
5285-MVEHD,0.182
0117-LFRMW,0.182
2379-GYFLQ,0.182
2186-QZEYA,0.182
1732-FEKLD,0.182
2001-MCUUW,0.182
3800-LYTRK,0.182
9577-WJVCQ,0.182
7825-ECJRF,0.182
8652-YHIYU,0.182
9909-DFRJA,0.181
7666-WKRON,0.181
1304-SEGFY,0.181
6804-GDMOI,0.181
0723-VSOBE,0.181
5092-STPKP,0.181
9069-LGEUL,0.181
4510-PYUSH,0.181
2533-QVMSK,0.181
1091-SOZGA,0.181
2208-NQBCT,0.18
3197-NNYNB,0.18
0297-RBCSG,0.18
1794-SWWKL,0.18
8788-DOXSU,0.18
0824-VWDPO,0.18
6733-LRIZX,0.18
0699-NDKJM,0.18
4676-MQUEA,0.18
6202-DYYFX,0.18
9504-DSHWM,0.18
5447-VYTKW,0.179
0536-ACXIP,0.179
0128-MKWSG,0.179
2153-MREFK,0.179
4011-ARPHK,0.179
4104-PVRPS,0.179
3174-RKMOW,0.179
1099-GODLO,0.179
1371-WEPDS,0.178
3621-CHYVB,0.178
0080-EMYVY,0.178
7989-VCQOH,0.178
7251-LJBQN,0.178
8089-UZWLX,0.178
0691-NIKRI,0.178
7299-GNVPL,0.178
2758-RNWXS,0.178
9770-KXGQU,0.178
0103-CSITQ,0.178
6425-YQLLO,0.178
9356-AXGMP,0.177
0303-UNCIP,0.177
2212-LYASK,0.177
9909-IDLEK,0.177
7055-VKGDA,0.177
9039-RBEEE,0.177
9833-TGFHX,0.177
6734-FQAJX,0.177
8006-PYCSW,0.177
3941-XTSKM,0.177
7136-IHZJA,0.177
6906-MPARY,0.177
3736-BLEPA,0.177
8008-ESFLK,0.177
8268-YDIXR,0.177
9839-ETQOE,0.177
2202-OUTMO,0.177
8627-EHGIP,0.176
0409-WTMPL,0.176
0549-CYCQN,0.176
4683-WYDOU,0.176
8100-HZZLJ,0.176
8166-ORCHU,0.176
8231-BSWXX,0.176
0373-AIVNJ,0.176
5074-FBGHB,0.176
6769-DCQLI,0.176
7134-MJPDY,0.176
3936-QQFLL,0.175
2165-VOEGB,0.175
0871-OPBXW,0.175
8792-AOROI,0.175
5027-YOCXN,0.175
1530-ZTDOZ,0.175
7921-LMDFQ,0.175
6257-DTAYD,0.175
6196-HBOBZ,0.175
4986-MXSFP,0.175
1545-JFUML,0.175
6341-AEVKX,0.174
4558-CGYCZ,0.174
2272-WUSPA,0.174
7964-ZRKKG,0.174
0486-HECZI,0.174
5222-JCXZT,0.174
9323-HGFWY,0.174
1697-BCSHV,0.174
3115-CZMZD,0.174
8952-WCVCD,0.174
9586-JGQKH,0.174
5832-EXGTT,0.174
2640-LYMOV,0.174
3199-NPKCN,0.174
6198-PNNSZ,0.174
7105-MXJLL,0.173
4654-GGUII,0.173
5298-GSTLM,0.173
5734-EJKXG,0.173
6035-RIIOM,0.173
7108-DGVUU,0.173
3154-CFSZG,0.173
9076-AXYIK,0.173
7395-XWZOY,0.173
3511-APPBJ,0.172
3137-NYQQI,0.172
7136-RVDTZ,0.172
0742-LAFQK,0.172
9931-KGHOA,0.172
3639-XJHKQ,0.172
0691-JVSYA,0.172
1095-WGNGG,0.172
4332-MUOEZ,0.171
0089-IIQKO,0.171
9589-ABEPT,0.171
8734-FNWVH,0.171
2805-EDJPQ,0.171
8715-KKTFG,0.171
6661-EIPZC,0.171
9143-CANJF,0.171
1543-LLLFT,0.171
9107-UKCKY,0.171
9571-EDEBV,0.171
1810-BOHSY,0.17
3733-ZEECP,0.17
9659-ZTWSM,0.17
1265-XTECC,0.17
0547-HURJB,0.17
7080-TNUWP,0.17
0708-SJDIS,0.17
5651-CRHKQ,0.17
6297-NOOPG,0.169
3537-RYBHH,0.169
6668-CNMFP,0.169
0816-TSPHQ,0.169
2371-KFUOG,0.169
6723-WSNTY,0.169
1347-KTTTA,0.169
2038-YSEZE,0.169
0186-CAERR,0.169
7409-JURKQ,0.169
5155-AZQPB,0.168
3594-IVHJZ,0.168
7707-PYBBH,0.168
2080-SRCDE,0.168
4072-IPYLT,0.168
6869-FGJJC,0.168
6295-OSINB,0.168
5693-PIPCS,0.168
6873-UDNLD,0.168
7789-HKSBS,0.168
9391-YZEJW,0.168
2898-LSJGD,0.167
7683-CBDKJ,0.167
9972-VAFJJ,0.167
3038-PQIUY,0.167
2284-VFLKH,0.167
5294-IMHHT,0.167
6568-POCUI,0.167
8071-SBTRN,0.167
8920-NAVAY,0.167
8313-AFGBW,0.167
0384-RVBPI,0.167
2040-OBMLJ,0.167
4908-XAXAY,0.167
6305-YLBMM,0.167
8707-RMEZH,0.167
1074-AMIOH,0.167
4837-QUSFT,0.167
1449-XQEMT,0.166
6967-QIQRV,0.166
9039-ZVJDC,0.166
4389-UEFCZ,0.166
4134-BSXLX,0.166
5089-IFSDP,0.166
6776-TLWOI,0.166
3584-WKTTW,0.166
9074-KGVOX,0.166
0956-ACVZC,0.166
0193-ESZXP,0.166
8109-YUOHE,0.166
9031-ZVQPT,0.166
2250-IVBWA,0.166
9362-MWODR,0.166
6214-EDAKZ,0.165
0787-LHDYT,0.165
0877-SDMBN,0.165
9060-HJJRW,0.165
1247-QBVSH,0.165
2342-CKIAO,0.165
5448-VWNAM,0.165
4350-ZTLPI,0.165
2889-FPWRM,0.165
3733-UOCWF,0.165
4472-VESGY,0.164
0274-JKUJR,0.164
2200-DSAAL,0.164
2834-JKOOW,0.164
2419-FSORS,0.164
2651-ZCBXV,0.164
0310-VQXAM,0.164
9818-XQCUV,0.164
6402-SSEJG,0.164
6620-HVDUJ,0.163
9445-ZUEQE,0.163
3162-ZJZFU,0.163
7234-KMNRQ,0.163
4023-RTIQM,0.163
5018-LXQQG,0.163
9974-JFBHQ,0.163
6502-KUGLL,0.163
4043-MKDTV,0.163
3327-YBAKM,0.163
2558-BUOZZ,0.163
9018-PCIOK,0.163
6505-OZNPG,0.162
1428-IEDPR,0.162
3858-XHYJO,0.162
5307-UVGNB,0.162
4418-LZMSV,0.162
0623-EJQEG,0.162
2692-AQCPF,0.162
1229-RCALF,0.162
7619-ODSGN,0.162
5195-KPUNQ,0.162
8152-VETUR,0.162
9480-BQJEI,0.162
8559-WNQZS,0.162
6481-OGDOO,0.162
4693-VWVBO,0.161
0201-MIBOL,0.161
0997-YTLNY,0.161
4174-LPGTI,0.161
3806-YAZOV,0.161
0268-QKIWO,0.161
0030-FNXPP,0.161
9412-ARGBX,0.161
5663-QBGIS,0.161
1208-DNHLN,0.161
7997-EASSD,0.161
1352-VHKAJ,0.161
4822-LPTYJ,0.161
2150-UWTFY,0.16
1116-DXXDF,0.16
0137-UDEUO,0.16
1707-HABPF,0.16
5397-TUPSH,0.16
4199-QHJNM,0.16
2959-EEXWB,0.16
1400-WIVLL,0.16
6734-CKRSM,0.16
6184-DYUOB,0.16
3744-ZBHON,0.16
1334-PDUKM,0.159
4957-TIALW,0.159
6500-JVEGC,0.159
9360-AHGNL,0.159
0201-OAMXR,0.159
3099-OONVS,0.159
9782-LGXMC,0.159
1371-DWPAZ,0.159
7632-MNYOY,0.159
3195-TQDZX,0.159
3729-OWRVL,0.158
6726-WEXXK,0.158
5753-QQWPW,0.158
4464-JCOLN,0.158
6103-QCKFX,0.158
5850-BDWCY,0.158
6979-TNDEU,0.158
0206-TBWLC,0.158
2307-FYNNL,0.158
4390-KYULV,0.158
1336-EZFZY,0.158
0396-HUJBP,0.158
6777-TGHTM,0.157
1097-FSPVW,0.157
4936-YPJNK,0.157
9770-LXDBK,0.157
5120-ZBLAI,0.157
6999-CHVCF,0.157
8041-TMEID,0.157
0895-LMRSF,0.157
1679-JRFBR,0.157
3466-BYAVD,0.157
4365-MSDYN,0.157
8421-WZOOW,0.157
6469-MRVET,0.157
6861-OKBCE,0.157
2732-ISEZX,0.157
2683-JXWQQ,0.157
1576-PFZIW,0.157
9845-PEEKO,0.156
3007-FDPEA,0.156
5756-OZRIO,0.156
6034-ZRYCV,0.156
5236-XMZJY,0.156
0366-NQSHS,0.156
8769-KKTPH,0.156
0835-JKADZ,0.156
5795-KTGUD,0.155
1465-WCZVT,0.155
4504-YOULA,0.155
7123-WQUHX,0.155
4118-CEVPF,0.155
0750-EBAIU,0.155
6603-QWSPR,0.155
3374-TTZTK,0.155
3039-MJSLN,0.155
1452-XRSJV,0.155
7017-VFULY,0.155
7657-DYEPJ,0.155
7217-JYHOQ,0.154
6048-UWKAL,0.154
5913-INRQV,0.154
9170-GYZJC,0.154
2530-ENDWQ,0.154
0396-UKGAI,0.154
8819-ZBYNA,0.154
7663-CUXZB,0.154
6394-HHHZM,0.154
0178-CIIKR,0.154
2636-SJDOU,0.154
0233-FTHAV,0.154
7148-XZPHA,0.153
6266-QHOJZ,0.153
3345-JHUEO,0.153
0690-SRQID,0.153
7808-DVWEP,0.153
7691-KGKGP,0.153
4853-RULSV,0.153
6968-MHOMU,0.153
9101-NTIXF,0.153
7629-WFGLW,0.153
4083-EUGRJ,0.153
4895-TMWIR,0.153
8739-QOTTN,0.153
5345-BMKWB,0.153
0744-GKNGE,0.153
5966-EMAZU,0.153
8150-QUDFX,0.153
4903-CNOZC,0.153
4488-PSYCG,0.153
4223-BKEOR,0.152
5161-XEUVX,0.152
1090-ESELR,0.152
3716-LRGXK,0.152
2393-DIVAI,0.152
6738-ISCBM,0.152
7838-LAZFO,0.152
1087-UDSIH,0.152
1360-XFJMR,0.152
7013-PSXHK,0.152
7521-YXVZY,0.152
4476-OSWTN,0.152
3642-GKTCT,0.152
7566-DSRLQ,0.152
7614-QVWQL,0.152
4622-YNKIJ,0.152
6386-SZZKH,0.152
7089-XXAYG,0.152
5012-YSPJJ,0.152
2851-STERV,0.152
1840-BIUOG,0.152
6559-ILWKJ,0.152
9644-KVCNC,0.152
0795-GMVQO,0.152
4075-JFPGR,0.152
3224-DFQNQ,0.152
4277-UDIEF,0.152
7718-UPSKJ,0.151
9565-JSNFM,0.151
7785-RDVIG,0.151
6726-NNFWD,0.151
1956-YIFGE,0.151
5671-RQRLP,0.151
0454-OKRCT,0.151
3523-QRQLL,0.151
7184-LRUUR,0.151
0748-RDGGM,0.15
6586-PSJOX,0.15
0305-SQECB,0.15
5229-DTFYB,0.15
6278-FEPBZ,0.15
6473-ULUHT,0.15
0377-JBKKT,0.15
1925-LFCZZ,0.15
5149-CUZUJ,0.149
5989-OMNJE,0.149
0689-DSXGL,0.149
6308-CQRBU,0.149
7868-BGSZA,0.149
6416-JNVRK,0.149
9426-SXNHE,0.149
9555-SAHUZ,0.149
9896-UYMIE,0.149
5624-RYAMH,0.149
1009-IRMNA,0.149
4374-YMUSQ,0.149
0868-VJRDR,0.149
2988-QRAJY,0.148
7839-NUIAA,0.148
8746-OQQRW,0.148
7492-TAFJD,0.148
4710-NKCAW,0.148
0716-BQNDX,0.148
2969-WGHQO,0.148
5748-RNCJT,0.148
6319-QSUSR,0.148
5577-OTWWW,0.147
2410-CIYFZ,0.147
6171-ZTVYB,0.147
6933-FHBZC,0.147
7610-TVOPG,0.147
5396-IZEPB,0.147
3397-AVTKU,0.147
9475-NNDGC,0.147
0696-UKTOX,0.147
3468-DRVQJ,0.147
8208-EUMTE,0.147
2832-SCUCO,0.147
2834-JRTUA,0.147
5687-DKDTV,0.146
8065-QBYTO,0.146
6838-HVLXG,0.146
8409-WQJUX,0.146
3957-HHLMR,0.146
4396-KLSEH,0.146
4654-DLAMQ,0.146
2266-SJNAT,0.146
5144-PQCDZ,0.146
1163-ONYEY,0.146
1153-GNOLC,0.146
9928-BZVLZ,0.146
0463-WZZKO,0.146
4785-NKHCX,0.146
6941-KXRRV,0.145
0810-BDHAW,0.145
0031-PVLZI,0.145
2794-XIMMO,0.145
7968-QUXNS,0.145
1696-MZVAU,0.145
7856-GANIL,0.145
6371-NZYEG,0.145
3351-NQLDI,0.145
1338-CECEE,0.145
6036-TTFYU,0.144
3567-PQTSO,0.144
7191-ADRGF,0.144
1485-YDHMM,0.144
1480-IVEVR,0.144
4860-YZGZM,0.144
9558-IHEZX,0.144
5066-GFJMM,0.144
5032-USPKF,0.144
6231-WFGFH,0.144
5562-BETPV,0.144
4541-RMRLG,0.144
8200-KLNYW,0.144
1386-ZIKUV,0.144
4489-SNOJF,0.144
7976-CICYS,0.144
2878-RMWXY,0.144
9906-NHHVC,0.144
0442-ZXKVS,0.144
6333-YDVLT,0.144
7163-OCEQI,0.144
8133-ANHHJ,0.143
3675-YDUPJ,0.143
1725-IQNIY,0.143
2925-MXLSX,0.143
5640-CAXOA,0.143
2486-WYVVE,0.143
4385-ZKVNW,0.143
6778-JFCMK,0.143
0670-ANMUU,0.143
7516-GMHUV,0.143
5846-QFDFI,0.143
7016-NVRIC,0.143
0254-FNMCI,0.143
6435-VWCCY,0.142
6655-LHBYW,0.142
6303-KFWSL,0.142
4397-FRLTA,0.142
6480-YAGIY,0.142
1921-KYSAY,0.142
0345-XMMUG,0.142
4568-TTZRT,0.142
9134-WYRVP,0.142
2967-MXRAV,0.142
9378-FXTIZ,0.142
6440-DKQGE,0.142
9933-QRGTX,0.141
5732-IKGQH,0.141
1218-VKFPE,0.141
5414-OFQCB,0.141
9367-OIUXP,0.141
6050-FFXES,0.14
8809-XKHMD,0.14
6621-YOBKI,0.14
9959-WOFKT,0.14
7845-URHJN,0.14
5872-OEQNH,0.14
6806-YDEUL,0.14
3417-TSCIC,0.14
1099-BTKWT,0.14
7576-JMYWV,0.14
2882-DDZPG,0.14
3518-FSTWG,0.14
2190-PHBHR,0.14
